,noun_phrase,entity,entity_type
2176,Two,former Vice President Joe Biden,PERSON
2177,Japanese Prime Minister Shinzo Abe,U.S. President Donald Trump,PERSON
2178,They,President Donald Trump,PERSON
2179,he,Joe Biden,PERSON
2180,it,William Happer,PERSON
2181,the president,China,GPE
2182,Trump,Japan,GPE
2183,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
2184,Mr Trump,Piers Morgan,PERSON
2185,he,the US,GPE
2186,we,Gary,PERSON
2187,he,Swampman Joe Biden,PERSON
2188,Marguerite Aranha,63-year-old fiancé Milos Kant,PERSON
2189,Marguerite Aranha,63-year-old fiancé Milos Kant,PERSON
2190,The first lady,Mrs. Abe,PERSON
2191,Marguerite Aranha,63-year-old fiancé Milos Kant,PERSON
2192,Marguerite Aranha,63-year-old fiancé Milos Kant,PERSON
2193,Trump,Abe,PERSON
2194,Tokyo,North Korea,GPE
2195,most legislators,Washington,GPE
2196,That,Bernie,PERSON
2197,they,Biden,PERSON
2198,Kim Jong-un,United States president Donald Trump,PERSON
2199,He,Abe,PERSON
2200,who,Biden,PERSON
2201,Trump,Kim,PERSON
2202,that,the U.S.,GPE
2203,Abe,Iran,GPE
2204,Others,Biden,PERSON
2205,Kim Jong-un,Biden,PERSON
2206,Trump,Morgan,PERSON
2207,I,Meghan Markle ‘,PERSON
2208,he,Senate Minority Leader Charles E. Schumer,PERSON
2209,Planned Parenthood Action Fund executive director Kelley Robinson,Joe Biden,PERSON
2210,We,Joe Biden,PERSON
2211,The bipartisan group,Senator Lindsey Graham,PERSON
2212,Trump,the US,GPE
2213,you,China,GPE
2214,that,Biden,PERSON
2215,he,Swampman Joe Biden,PERSON
2216,he,Swampman Joe Biden,PERSON
2217,Trump,Biden,PERSON
2218,it,Peak Trump,PERSON
2219,Trump,Christopher Wray,PERSON
2220,JFK,Castro,PERSON
2221,he,Washington,GPE
2222,who,America,GPE
2223,Trump,Sen. Elizabeth Warren,PERSON
2224,Trump,former Rep. Beto O’Rourke,PERSON
2225,independent voters,Biden,PERSON
2226,Trump,Texas,GPE
2227,The current forecast path,Alabama,GPE
2228,she,an elitist lesbian leftie,PERSON
2229,They,Reps. Ilhan Omar,PERSON
2230,this,the same Donald Trump,PERSON
2231,That,Bernie,PERSON
2232,they,Biden,PERSON
2233,Trump,Irish Prime Minister Leo Varadkar,PERSON
2234,returns,President Donald Trump,PERSON
2235,Democratic Presidential Hopeful Klobuchar Proposes,Ethanol Rules,PERSON
2236,he,Kim,PERSON
2237,Buttigieg,President Trump,PERSON
2238,she,""" Kim",PERSON
2239,the president,Kim,PERSON
2240,who,Japan,GPE
2241,She,South Bend,GPE
2242,he,North Korea,GPE
2243,local daily JoongAng Ilbo,Stephen Biegun,PERSON
2244,North Korea’s Foreign Ministry spokesperson,Bolton,PERSON
2245,the spokesperson,Bolton,PERSON
2246,North Korea,former US Vice President Joe Biden,PERSON
2247,he,Swampman Joe Biden,PERSON
2248,the media,Andrew,GPE
2249,the media,Andrew,GPE
2250,the last president,Barack Obama,PERSON
2251,Biden,two town halls New Hampshire,GPE
2252,Which candidate,Bush,PERSON
2253,Emperor Naruhito,President Donald Trump,PERSON
2254,Mrs. Trump,Empress Masako,PERSON
2255,Iranian Foreign Minister Mohammad Javad Zarif,Tokyo,GPE
2256,he,Biden,PERSON
2257,I,Biden,PERSON
2258,Erie County,Ronald Reagan,PERSON
2259,Trump,Clinton,PERSON
2260,Democratic nominee Hillary Clinton,Lackawanna County,GPE
2261,no presidential candidate,Pennsylvania,GPE
2262,Trump,York County,GPE
2263,who,hurricane-ravaged Puerto Rico,GPE
2264,Clinton,Pennsylvania,GPE
2265,O’Rourke,Ted Cruz,PERSON
2266,One,Pat O’Rourke,PERSON
2267,it,pure Pat,PERSON
2268,"
O’Rourke",Amy Sanders,PERSON
2269,North Korea's Kim Jong Un,Biden,PERSON
2270,China,Sun Tzu’s,PERSON
2271,Who,China,GPE
2272,Who,America,GPE
2273,which,China,GPE
2274,A motorcade,Abe,PERSON
2275,we,Gary,PERSON
2276,Biden,Kim,PERSON
2277,North Korea,Biden,PERSON
2278,he,the U.S.,GPE
2279,The Trump administration,Japan,GPE
2280,who,former U.S. Vice President Joe Biden,PERSON
2281,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
2282,North Korea's Kim Jong Un,Biden,PERSON
2283,Republican Congressman Adam Kinzinger,President Donald Trump,PERSON
2284,Republican Rep. Adam Kinzinger,President Trump,PERSON
2285,he,Swampman Joe Biden,PERSON
2286,US President Donald Trump,U.S.,GPE
2287,North Korea,Biden,PERSON
2288,Biden,Kim,PERSON
2289,The Trump administration,Japan,GPE
2290,he,President Donald Trump,PERSON
2291,Former Vice President Joe Biden,Philadelphia,GPE
2292,that,the United States,GPE
2293,That,Bernie,PERSON
2294,they,Biden,PERSON
2295,the president’s soft stance,Mr. Abe,PERSON
2296,that,Japan,GPE
2297,the law,President Donald Trump,PERSON
2298,The Alabama law,","" David Flaherty",PERSON
2299,One,Andrii Artemenko,PERSON
2300,A CNN panel,former Vice President Joe Biden,PERSON
2301,the White House,Hope Hicks,PERSON
2302,that,Berkshire Hathaway,PERSON
2303,Trump,Irish Prime Minister Leo Varadkar,PERSON
2304,Trump,Irish Prime Minister Leo Varadkar,PERSON
2305,that,President Richard Nixon,PERSON
2306,Trump,Abe,PERSON
2307,Several women,Joseph R. Biden Jr.,PERSON
2308,I,Joe Biden,PERSON
2309,The Daily News,Rush,PERSON
2310,Sherman Billingsley,Mr. Presten,PERSON
2311,Mr. Billingsley,Mr. Presten,PERSON
2312,It,Mr. Presten,PERSON
2313,who,Mitchelson,PERSON
2314,he,actress Robin Givens,PERSON
2315,It,Ms. Binder,PERSON
2316,“President Bush’s crew,a new Cybex Arc Trainer,PERSON
2317,Mr. Presten,the celebrity dog trainer Bash Dibra,PERSON
2318,THAT,Charlie Rose,PERSON
2319,he,Mr. Presten,PERSON
2320,he,Mr. Presten,PERSON
2321,whose clients,the singer Kate Smith,PERSON
2322,he,Mr. Winchell,PERSON
2323,Mr. Presten,Meredith Anderson,PERSON
2324,Mr. Salem,", 19-year-old Bob Guccione Jr.",PERSON
2325,Mr. Presten,the younger Mr. Guccione,PERSON
2326,He,the affable Mr. Salem,PERSON
2327,personal devastation,Mr. Presten,PERSON
2328,which,the U.S.,GPE
2329,DENVER,hopeful Gary Hart,PERSON
2330,North Korea’s Kim Jong Un,Biden,PERSON
2331,Trump,Kim,PERSON
2332,that,the U.S.,GPE
2333,Abe,Iran,GPE
2334,Trump,Biden,PERSON
2335,the president,Biden,PERSON
2336,Trump risks,Biden,PERSON
2337,President Trump,Joe Biden,PERSON
2338,he,Democratic Representative Alexandria Ocasio-Cortez,PERSON
2339,Bullock,Miller,PERSON
2340,Refugees,the Hmong,GPE
2341,”Refugees,the Hmong,GPE
2342,I,Lisa Lerer,PERSON
2343,sexism,Hillary Clinton,PERSON
2344,several polls,Biden,PERSON
2345,Trump,Piers Morgan,PERSON
2346,North Korea,Joe Biden,PERSON
2347,"
Biden",President Trump,PERSON
2348,"
USATODAY.com",Joe Biden,PERSON
2349,North Korea,CNN’s Ana Cabrera,PERSON
2350,Trump’s,Trump slams Joe Biden,PERSON
2351,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
2352,he,Swampman Joe Biden,PERSON
2353,Trump,Biden,PERSON
2354,They,President Donald Trump,PERSON
2355,what,Barack Obama,PERSON
2356,I,Obama,PERSON
2357,I,Biden,PERSON
2358,they,Biden,PERSON
2359,they,Biden,PERSON
2360,who,Biden,PERSON
2361,President Trump,Joe Scarborough,PERSON
2362,they,Biden,PERSON
2363,a Black Lives Matter activist,Democratic nominee Hillary Clinton,PERSON
2364,he,Fox News’ Laura Ingraham,PERSON
2365,he,Swampman Joe Biden,PERSON
2366,Biden,Kim,PERSON
2367,Trump,Russia,GPE
2368,he,President Trump,PERSON
2369,that,Cherry Garcia,PERSON
2370,the Daily Beast,Shawn Brooks,PERSON
2371,He,independent Vermont Senator Bernie Sanders,PERSON
2372,whose husband,America,GPE
2373,Alex Wong/Getty Images,Warren,PERSON
2374,she,President Donald Trump,PERSON
2375,the current frontrunner,Obama’s Vice President Joe Biden,PERSON
2376,” Christina Reynolds,Vox’s Tara Golshan,PERSON
2377,President Donald Trump,former media mogul Conrad Black,PERSON
2378,They,Us,GPE
2379,who,Biden,PERSON
2380,voters,Ronald Reagan,PERSON
2381,North Korea,Biden,PERSON
2382,Biden,Kim,PERSON
2383,The Trump administration,Japan,GPE
2384,who,Trump,PERSON
2385,The second,Biden,PERSON
2386,who,President Trump,PERSON
2387,who,Fox,PERSON
2388,It,U.S. Senator Elizabeth Warren,PERSON
2389,Opinion polls,former vice president Biden,PERSON
2390,who,Barack Obama,PERSON
2391,U.S. Senator Michael Bennet,former U.S. Senator Gary Hart,PERSON
2392,that,Biden,PERSON
2393,Four Democrats,Walter F. Mondale,PERSON
2394,Polls,Obama,PERSON
2395,he,Sen. Michael F. Bennet,PERSON
2396,three Democrats,both Iowa,GPE
2397,she,Iowa,GPE
2398,he,Swampman Joe Biden,PERSON
2399,who,WWE Chairman Vince McMahon,PERSON
2400,she,President Trump,PERSON
2401,she,Attorney General William Barr,PERSON
2402,Harris,Barr,PERSON
2403,the president,“Sleepy Joe Biden,PERSON
2404,He,Joe Biden,PERSON
2405,"
Mexico president",Tory leadership contender Rory Stewart,PERSON
2406,it,Crazy Bernie Sanders,PERSON
2407,Trump,Japan,GPE
2408,I,Mayor Pete,PERSON
2409,I,Mr. Biden,PERSON
2410,People,Joe Biden,PERSON
2411,Biden,", Jeb Bush",PERSON
2412,who,Biden,PERSON
2413,the Department of Justice,Joe Biden’s son Hunter,PERSON
2414,I,Jill Biden,PERSON
2415,she,Joe,PERSON
2416,it,Joe,PERSON
2417,it,Jill,PERSON
2418,KCNA,Biden,PERSON
2419,who,Biden,PERSON
2420,Trump,Kim,PERSON
2421,that,the U.S.,GPE
2422,Abe,Iran,GPE
2423,Trump,Piers Morgan,PERSON
2424,he,Piers Morgan,PERSON
2425,oh my goodness,the John McCain,PERSON
2426,Trump,Piers Morgan,PERSON
2427,Trump,Joe Biden,PERSON
2428,them,Fruman,PERSON
2429,the North,Obama,GPE
2430,the United States,North Korea,GPE
2431,the North,Obama,GPE
2432,the United States,North Korea,GPE
2433,North Korea's Kim Jong Un,Biden,PERSON
2434,Trump,Kim,PERSON
2435,that,the U.S.,GPE
2436,Abe,Iran,GPE
2437,North Korea,US National Security Advisor John Bolton,PERSON
2438,A new Quinnipiac poll,Biden,PERSON
2439,he,President Donald Trump,PERSON
2440,Abe,Trump,PERSON
2441,Kapler,Scrooge,PERSON
2442,he,Donald J. Trump,PERSON
2443,The case,Pennsylvania,GPE
2444,Trump,Irish Prime Minister Leo Varadkar,PERSON
2445,Mr. Giuliani,Mr. Lutsenko,PERSON
2446,this,Texas' own Julián Castro,PERSON
2447,The sample cities,Boston,GPE
2448,it,Biden,PERSON
2449,Trump,Queen Elizabeth II,PERSON
2450,Trump,Irish Prime Minister Leo Varadkar,PERSON
2451,two women,the state's Lieutenant Governor Justin Fairfax,PERSON
2452,the imaginary working-class white voter,Joe Biden,PERSON
2453,The Democratic Party,much Joe Biden,PERSON
2454,the most electable candidate,Joe Biden,PERSON
2455,Warren,Biden,PERSON
2456,who,neighboring Massachusetts,GPE
2457,These defenders,Attorney General Bill Barr,PERSON
2458,"Arsenal, Chelsea fans",Baku,PERSON
2459,CHELSEA,Maurizio Sarri,PERSON
2460,Terry,Chelsea,PERSON
2461,John Terry,Frank Lampard,PERSON
2462,The club,Norwich City,GPE
2463,The club,Norwich City,GPE
2464,they,Liverpool,GPE
2465,he,Swampman Joe Biden,PERSON
2466,he,former UK Labour Party leader Neil Kinnock,PERSON
2467,I,Mr. Trump,PERSON
2468,he,Ukrainian President Petro Poroshenko,PERSON
2469,Emperor Naruhito,President Donald Trump,PERSON
2470,Mrs. Trump,Empress Masako,PERSON
2471,Iranian Foreign Minister Mohammad Javad Zarif,Tokyo,GPE
2472,the Shamrock King,his Lucky Charms,PERSON
2473,they,Cruz,PERSON
2474,she,""" Kim",PERSON
2475,the president,Kim,PERSON
2476,who,Japan,GPE
2477,She,South Bend,GPE
2478,he,North Korea,GPE
2479,That,the complicated dance Warren,GPE
2480,The US president,Japanese Prime Minister Shinzo Abe,PERSON
2481,The News Articles,US President Donald Trump,PERSON
2482,that,the United States,GPE
2483,Former Vice President Joe Biden,Kim Jong Un,PERSON
2484,An unknown North Korean Foreign Ministry spokesperson,the U.S.,GPE
2485,Song,the U.S.,GPE
2486,Clinton,Barack Obama,PERSON
2487,Trump,Clinton,PERSON
2488,who,Barack Obama,PERSON
2489,Sanders,Biden,PERSON
2490,The US president,Japanese Prime Minister Shinzo Abe,PERSON
2491,polling average,Biden,PERSON
2492,Missouri,Alabama,GPE
2493,he,Swampman Joe Bidan,PERSON
2494,North Korea's Kim Jong Un,Biden,PERSON
2495,Trump,Kim,PERSON
2496,that,the U.S.,GPE
2497,Abe,Iran,GPE
2498,Republican members,President Trump,PERSON
2499,who,former House Speaker Paul D. Ryan,PERSON
2500,She,CNN’s Anderson Cooper,PERSON
2501,You,Patton,PERSON
2502,he,James Comey,PERSON
2503,Co,Alexis Simendinger,PERSON
2504,he,Omar,PERSON
2505,he,Eugene Scalia,PERSON
2506,who,Amazon founder Jeff Bezos,PERSON
2507,ET,NASA Administrator Jim Bridenstine,PERSON
2508,one,South Bend,GPE
2509,it,the United States,GPE
2510,he,Attorney General Barr,PERSON
2511,Trump’s order,Adam Schiff,PERSON
2512,"

One Democratic candidate",Elizabeth Warren,PERSON
2513,It,Joe Biden,PERSON
2514,he,Joe Biden,PERSON
2515,Trump,Kim,PERSON
2516,that,Japan,GPE
2517,that,the U.S.,GPE
2518,Abe,Iran,GPE
2519,Diplomats,the U.S.,GPE
2520,The best authority,Trump,PERSON
2521,the Daily Beast,Shawn Brooks,PERSON
2522,voters,Emmanuel Macron,PERSON
2523,Pelosi,White House Meeting Angry,PERSON
2524,Pelosi,Beto Rebound,PERSON
2525,Trump,Biden,PERSON
2526,Trump,Biden,PERSON
2527,he,Kim,PERSON
2528,A commentary,Biden,PERSON
2529,Trump,the United States,GPE
2530,I,Kathleen Eames,PERSON
2531,North Korea’s Kim Jong Un,Biden,PERSON
2532,Trump,Kim,PERSON
2533,that,the U.S.,GPE
2534,Abe,Iran,GPE
2535,who,Biden,PERSON
2536,Trump,Kim,PERSON
2537,that,the U.S.,GPE
2538,Abe,Iran,GPE
2539,he,GOP Senator Ted Cruz,PERSON
2540,Diplomats,the US,GPE
2541,That,comedian Ashley Nicole Black,PERSON
2542,That,comedian Ashley Nicole Black,PERSON
2543,wife Jill Biden,Comedy Central host Trevor Noah,PERSON
2544,a microphone,Biden,PERSON
2545,they,Biden,PERSON
2546,I,Senator Kamala Harris,PERSON
2547,it,Joe Biden,PERSON
2548,our president,Vladimir Putin,PERSON
2549,I,America,GPE
2550,the protracted and escalating trade war,Pompeo,PERSON
2551,He,Philippine President Rodrigo Duterte,PERSON
2552,Trump,Jake Tapper,PERSON
2553,who,Nixon,PERSON
2554,Virginia College students,Education Secretary Betsy DeVos,PERSON
2555,advisers,Mr. Biden,PERSON
2556,The Times’s Maggie Haberman and Annie Karni report,[Republican National Committee Chairwoman Ronna,PERSON
2557,the hotel,a Marriott,GPE
2558,Apple,its App Store,GPE
2559,The most visible and voluble exception,Sen. Rand Paul,PERSON
2560,Trump,no Clinton,PERSON
2561,Starr’s goal,Clinton,PERSON
2562,its members,Howard Dean,PERSON
2563,that,Ian Bremmer,PERSON
2564,he,Joe Biden,PERSON
2565,The News Articles 2,North Korea,GPE
2566,North Korea’s Kim Jong Un,Biden,PERSON
2567,Trump,Kim,PERSON
2568,that,the U.S.,GPE
2569,Abe,Iran,GPE
2570,Trump,"A Famous Sumo Wrestler A Trump Sized Trophy
President Trump",PERSON
2571,President Donald Trump,former Vice President Joe Biden,PERSON
2572,you,Biden,PERSON
2573,I,Biden,PERSON
2574,she,an Obama,GPE
2575,he,Jake Tapper,PERSON
2576,party officials,Clinton,PERSON
2577,sans,Je m'abonne,PERSON
2578,just eight candidates,former Vice President Joe Biden,PERSON
2579,Who,Chris Milton,PERSON
2580,the heart,Sasha Obama,PERSON
2581,The filibuster,McConnell,PERSON
2582,he,Jake Tapper,PERSON
2583,controversial,former Vice President Joe Biden,PERSON
2584,"A $60,000 minimum",the U.S.,GPE
2585,"
'Fool",Biden,PERSON
2586,Trump’s tweet,Abe,PERSON
2587,those,Mathew Golsteyn,PERSON
2588,he,Swampman Joe Biden,PERSON
2589,Trump,Abe,PERSON
2590,U.N. Security Council resolutions,North Korea,GPE
2591,One,Andrii Artemenko,PERSON
2592,he,Donald Trump,PERSON
2593,he,Trump,PERSON
2594,He,Buttigieg,PERSON
2595,Amy Klobuchar,New Jersey Sen. Cory Booker,PERSON
2596,He,Donald Trump,PERSON
2597,Bill Weir,Port Arthur,PERSON
2598,He,Warren,PERSON
2599,Amy Klobuchar,New Jersey Sen. Cory Booker,PERSON
2600,Jimmy Carter,Ronald Reagan,PERSON
2601,Barack Obama,Mitt Romney,PERSON
2602,that,Obama ahead,PERSON
2603,it,a no-deal Brexit,PERSON
2604,Parliament,a no-deal Brexit,PERSON
2605,Trump,Nick Miroff,PERSON
2606,Trump,Bill Barr,PERSON
2607,THE CASE,-- Stephen Calk,PERSON
2608,Manafort,Kushner,PERSON
2609,Former media mogul Conrad Black,Alan Dershowitz,PERSON
2610,The fight,Trump,PERSON
2611,I,Iowa,GPE
2612,whose owners,Joesley,GPE
2613,that,the Southeast and Puerto Rico,GPE
2614,I,Biden,PERSON
2615,she,an Obama,GPE
2616,Kim,Swampman Joe Biden,PERSON
2617,he,Swampman Joe Biden,PERSON
2618,Trump,Biden,PERSON
2619,They,Biden,PERSON
2620,He,former Vice President Joe Biden,PERSON
2621,that,Hillary Clinton,PERSON
2622,Sen. Amy Klobuchar,a “magic genie,PERSON
2623,he,dictator Kim Jong Un,PERSON
2624,the former vice president,Kim,PERSON
2625,Trump,actor Jon Voight,PERSON
2626,who,Biden,PERSON
2627,President TrumpDonald John TrumpSmoot-Hawley fearmongering,Jerry Moran,PERSON
2628,We, Roy BluntRoy Dean BluntHillicon Valley,PERSON
2629,Hurricane Dorian,North Carolina,GPE
2630,it,“Dilbert” creator Scott Adams,PERSON
2631,You,Chris,PERSON
2632,President Trump,Senator Joe Manchin III,PERSON
2633,his campaign,South Carolina,GPE
2634,that,California,GPE
2635,Francis,McCarrick,PERSON
2636,a retired Vatican diplomat,Francis,PERSON
2637,Harington,Jon Snow,PERSON
2638,Feud,"
NEW YORK",GPE
2639,others,VATICAN CITY,GPE
2640,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
2641,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
2642,a voter,Kirsten Gillibrand,PERSON
2643,Gillibrand,Marie Newman,PERSON
2644,who,incumbent Rep. Dan Lipinski,PERSON
2645,That,Gillibrand,PERSON
2646,which,Lipinski,PERSON
2647,Laws,President Donald Trump,PERSON
2648,the law,President Donald Trump,PERSON
2649,Tiernan Sittenfeld,Biden,PERSON
2650,that,the U.S.,GPE
2651,I,America,GPE
2652,who,Jon Snow,PERSON
2653,he,Swampman Joe Bidan,PERSON
2654,Joe Biden,Trump,PERSON
2655,Joe Biden,Joe Biden,PERSON
2656,she,the US,GPE
2657,I,Steve Curwood,PERSON
2658,highest,senators Cory Booker,PERSON
2659,That,Kenya,GPE
2660,Trump,Biden,PERSON
2661,he,Gracie,PERSON
2662,TomP,Bernie,PERSON
2663,Democrats,Washington State Governor Jay Inslee,PERSON
2664,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
2665,what,2012 GOP Senate candidate Todd Akin,PERSON
2666,Democrat Hillary Clinton,Trump,PERSON
2667,that,the U.S.,GPE
2668,three-quarters,former Vice President Joe Biden,PERSON
2669,the Associated Press,Boggs,PERSON
2670,he,reporter Al Cartwright,PERSON
2671,I,the Kennedys,PERSON
2672,Biden,Boggs,PERSON
2673,Biden,Norah O'Donnell,PERSON
2674,the law,President Donald Trump,PERSON
2675,The Alabama law,","" David Flaherty",PERSON
2676,Republicans,former U.S. Representative Mark Sanford,PERSON
2677,the presidential candidate,Jessica Cisneros,PERSON
2678,Cuellar’s district,Hillary Clinton,PERSON
2679,she,Marie Newman,PERSON
2680,some Democrats,Green Party candidate Jill Stein,PERSON
2681,he,Gabbard,PERSON
2682,(New York Post,Russia,GPE
2683,It,de Blasio,PERSON
2684,I,President Trump,PERSON
2685,Williamson,ABC News Senior Washington Reporter Devin Dwyer,PERSON
2686,Donald Trump,Montana,GPE
2687,Vestager,a acclaimed TED Talk,PERSON
2688,she,Macron,PERSON
2689,I,Margrethe Vestager,PERSON
2690,The spirit guide,Luis Brandeis,PERSON
2691,I,Vestager,PERSON
2692,I,Vestager,GPE
2693,Trump,Biden,PERSON
2694,He,murderous dictator Kim Jong Un,PERSON
2695,you,the US,GPE
2696,The panel,Salt Lake County Sheriff Rosie Rivera,GPE
2697,who,Jon Snow,PERSON
2698,Reuters reports- Prime Minister Narendra Modi,"
Rep. Justin Amash",PERSON
2699,None,Biden,PERSON
2700,who,Biden,PERSON
2701,he,Swampman Joe Biden,PERSON
2702,he,the US,GPE
2703,The Trump administration,Japan,GPE
2704,They,North Korea,GPE
2705,The most vocal pro-impeachment candidates,Massachusetts Sen. Elizabeth Warren,PERSON
